0 1 0.00331556 0.00243175
0 2 0.0180008 0.00454582
0 3 0.0363848 0.00663351
0 4 0.0512614 0.00683301
0 5 0.0707121 0.010387
0 6 0.073219 0.0154583
1 1 0.0030647 0.00219942
1 2 0.0153034 0.00433873
1 3 0.0327208 0.00661318
1 4 0.0440909 0.00556806
1 5 0.0548239 0.0138354
1 6 0.0677065 0.0340684
