010 0 1.00966
1060 0 1.03448
010 1 1.02035
1060 1 0.94
010 2 1.01329
1060 2 0.900497
010 3 0.9375
1060 3 0.777778
010 4 0.53125
1060 4 0.565217
010 5 0.833333
1060 5 0.347826
