<<<<<<< HEAD
1060 0.0160985 -8.14075 0.38514
010 0.0721456 -12.1502 0.346296
=======
1060 0.0125776 -2.1897e+06 0.257735
010 0.0473895 -31782.6 0.276151
>>>>>>> e5da963aeb2482d5f6b5371e9d2520c0682dae3f
