1 1 0.00721986 2037.01 997866
1 2 0.0213432 7359.95 997866
1 3 0.0317249 12929 997866
1 4 0.0401355 18873 997866
1 5 0.0364214 41103.7 997866
1 6 0.018055 39054.3 997866
1 7 0.00479104 18023.2 997866
1 8 0.00119935 4173.41 997866
1 9 0.000312619 2205.05 997866
1 10 2.97515e-05 559.606 997866
1 11 -1.59527e-07 -6.37625 997866
2 1 0.000811905 2271.77 989615
2 2 0.00183935 6290.34 989615
2 3 0.00284797 11510.5 989615
2 4 0.00316334 14752.1 989615
2 5 0.00302061 33807.5 989615
2 6 0.00151565 32513.5 989615
2 7 0.000396949 14809.2 989615
2 8 9.19312e-05 3172.5 989615
2 9 2.54113e-05 1777.57 989615
2 10 1.72821e-06 322.376 989615
2 11 1.37034e-08 5.43194 989615
3 1 7.43602e-05 4461.48 2122001
3 2 0.000136384 10001.2 2122001
3 3 0.000234288 20304.4 2122001
3 4 0.00025438 25437.3 2122001
3 5 0.000252732 60653.8 2122001
3 6 0.000117364 53985.9 2122001
3 7 3.04118e-05 24328.7 2122001
3 8 8.27128e-06 6120.56 2122001
3 9 2.12222e-06 3183.24 2122001
3 10 1.58306e-07 633.203 2122001
3 11 -1.84994e-09 -15.724 2122001
4 1 4.65326e-06 3023.18 2297807
4 2 1.04318e-05 8283.53 2297807
4 3 1.60306e-05 15043.8 2297807
4 4 1.89331e-05 20501.1 2297807
4 5 1.72843e-05 44917.8 2297807
4 6 8.63269e-06 42999 2297807
4 7 2.06031e-06 17847.5 2297807
4 8 4.9114e-07 3935.43 2297807
4 9 1.18822e-07 1929.94 2297807
4 10 8.35918e-09 362.058 2297807
4 11 8.79317e-11 8.09318 2297807
5 1 3.08351e-07 1913.78 2195105
5 2 7.05233e-07 5349.71 2195105
5 3 1.09115e-06 9782.1 2195105
5 4 1.35457e-06 14011.9 2195105
5 5 1.14496e-06 28424.7 2195105
5 6 4.96979e-07 23647.9 2195105
5 7 1.31503e-07 10882.4 2195105
5 8 3.534e-08 2705.17 2195105
5 9 7.2533e-09 1125.44 2195105
5 10 6.04669e-10 250.193 2195105
5 11 1.91344e-13 0.168241 2195105
6 1 2.19e-08 1510.52 2439445
6 2 4.16321e-08 3509.64 2439445
6 3 6.72231e-08 6697.35 2439445
6 4 7.71909e-08 8873.56 2439445
6 5 6.84147e-08 18875.3 2439445
6 6 2.9819e-08 15768.2 2439445
6 7 7.10039e-09 6529.87 2439445
6 8 1.65474e-09 1407.64 2439445
6 9 3.92522e-10 676.843 2439445
6 10 2.83295e-11 130.266 2439445
6 11 -9.06337e-14 -0.885607 2439445
7 1 1.30194e-09 897.298 2437544
7 2 2.58405e-09 2176.68 2437544
7 3 3.68892e-09 3672.35 2437544
7 4 4.14829e-09 4764.99 2437544
7 5 3.59966e-09 9923.53 2437544
7 6 1.48195e-09 7830.41 2437544
7 7 3.21895e-10 2957.99 2437544
7 8 8.11912e-11 690.135 2437544
7 9 1.69422e-11 291.913 2437544
7 10 1.62708e-12 74.7586 2437544
7 11 1.20139e-15 0.1173 2437544
8 1 5.71481e-11 352.141 2179331
8 2 1.22863e-10 925.305 2179331
8 3 1.96828e-10 1751.88 2179331
8 4 2.13588e-10 2193.52 2179331
8 5 1.67004e-10 4116.26 2179331
8 6 6.77538e-11 3200.78 2179331
8 7 1.44927e-11 1190.71 2179331
8 8 3.72551e-12 283.128 2179331
8 9 7.88087e-13 121.403 2179331
8 10 -9.46776e-15 -3.8893 2179331
8 11 -2.09045e-15 -1.82483 2179331
9 1 2.7626e-12 198.153 2536814
9 2 4.8874e-12 428.459 2536814
9 3 7.25191e-12 751.336 2536814
9 4 8.77539e-12 1049.05 2536814
9 5 6.51373e-12 1868.83 2536814
9 6 2.4874e-12 1367.83 2536814
9 7 5.03672e-13 481.69 2536814
9 8 9.21744e-14 81.5402 2536814
9 9 2.23775e-14 40.1266 2536814
9 10 -6.28597e-17 -0.300581 2536814
9 11 0 0 2536814
