010 0 0.997625
1060 0 0.981685
010 1 0.962249
1060 1 0.950252
010 2 0.956717
1060 2 0.977737
010 3 0.899633
1060 3 0.954644
010 4 0.835526
1060 4 0.922535
010 5 0.72
1060 5 1.03846
