0 1 0.00338074 0.00249313
0 2 0.0181665 0.0044898
0 3 0.0371319 0.00778182
0 4 0.0525085 0.00655889
0 5 0.072322 0.0126103
0 6 0.0812863 0.0227142
1 1 0.00300431 0.00222499
1 2 0.0158182 0.00444574
1 3 0.0329016 0.00508024
1 4 0.0448164 0.0037274
1 5 0.0578798 0.0098933
1 6 0.0608402 0.0245084
